node,hub_name,betweenness,pagerank,in_degree,sla_breach_rate,median_delay,trips,bottleneck_score
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),0.22867929732618475,0.010125628057418231,45,0.8909839961971161,1.5789473684210527,18933,8.775047026393807
IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),0.050549371477655244,0.005856847049459881,28,0.9449342194493422,1.7647058823529411,7373,8.386730767974615
IND562132AAA,Bangalore_Nelmngla_H (Karnataka),0.14588531668966487,0.008868899738256332,34,0.9070677427243825,1.521286231884058,8178,8.166516571103823
IND501359AAE,Hyderabad_Shamshbd_H (Telangana),0.07588851720294626,0.008481275157282002,30,0.9447983014861996,1.7058823529411764,2826,7.492982829348242
IND411033AAA,Pune_Tathawde_H (Maharashtra),0.043957588327045986,0.0061407451616319435,22,0.894963144963145,1.5714285714285714,3256,7.204540286899749
